date,label_window,sinais_cep_master_xt,sinais_cep_stress_i,sinais_cep_stress_amp,sinais_cep_trend_run7,sinais_cep_daily_return_m6,sinais_cep_cash_ratio_m6,sinais_cep_rule_one_below_lcl,sinais_cep_rule_two_of_three_below_2sigma_neg,sinais_cep_xbar_t,sinais_cep_r_t,sinais_cep_xbar_lcl,sinais_cep_two_sigma_neg
2019-02-25,W1,-0.0066213867982775,0,0,0,0.0011260755936381983,0.0,,,,,,
2019-02-26,W1,0.0037260812036486,0,0,0,-0.0008689448833882896,0.0,,,,,,
2019-02-27,W1,-0.0030373016013023,0,0,0,0.016459549607795942,0.0,,,,,,
2019-02-28,W1,-0.0178654870165696,0,0,0,-0.0008891476388049879,0.0,,,,,,
2019-03-01,W1,-0.0103056835716829,0,0,0,-0.003328386854897336,0.11161118182287819,,,,,,
2019-03-06,W1,-0.0040991260706304,0,0,0,-0.00970499017876525,0.0,,,,,,
2019-03-07,W1,0.0013046454647297,0,0,0,-0.012256461236155203,0.09191563019181774,,,,,,
2019-03-08,W1,0.0108063569722744,0,0,0,0.014144721622783019,0.18845398458142895,,,,,,
2019-03-11,W1,0.0275313161002968,0,0,0,0.016869806828720968,0.0,,,,,,
2019-03-12,W1,-0.0020321162950224,0,0,0,-0.0020172268176830155,0.09751814478830623,,,,,,
2019-03-13,W1,0.0109388480709616,0,0,0,-0.002343161349534273,0.23055834786393345,,,,,,
2019-03-14,W1,-0.0030277124425935,0,0,0,-0.002219433750336064,0.23112808480123598,,,,,,
2019-03-15,W1,0.005380761634498,0,0,0,-0.0019169145926055675,0.23162900154885374,,,,,,
2019-03-18,W1,0.0086074522914889,0,0,0,0.0043098206255929306,0.0,,,,,,
2019-03-19,W1,-0.0040685087837081,0,0,0,0.0025824813334587304,0.0,,,,,,
2019-03-20,W1,-0.0156559168780176,0,0,0,-0.003941629373433675,0.0,,,,,,
2019-03-21,W1,-0.0134725044396542,0,0,0,-0.009795263898024986,0.0,,,,,,
2019-03-22,W1,-0.0314416020374846,0,0,0,-0.021136551284266614,0.0,True,False,-0.011624481518575092,0.01719492191083294,-0.011566400991099145,-0.007315373528184172
2019-03-25,W1,-0.0007790946887358,0,0,0,-0.005444013674065107,0.0,True,True,-0.012125276285452236,0.015692537610201507,-0.011566400991099145,-0.007315373528184172
